tt,BrandLocale,EL-AU,MC-AU,CL-AU,LM-AU,JM-AU,BB-AU,AV-AU,EL-NZ,MC-NZ,CL-NZ,EL-MY,MC-MY,CL-MY,JM-MY,EL-JP,MC-JP,CL-JP,LM-JP,JM-JP,BB-JP,AV-JP,LS-JP,EL-HK,MC-HK,CL-HK,LM-HK,JM-HK,BB-HK,OR-HK,EL-TH,MC-TH,CL-TH,LM-TH,JM-TH,BB-TH,OR-TH,EL-TW,MC-TW,CL-TW,LM-TW,BB-TW,OR-TW,JM-TW,EL-KR,MC-KR,CL-KR,JM-KR,BB-KR,AV-KR,LS-KR,LM-KR,DJ-KR,EL-CN,MC-CN,LM-CN,CL-CN,BB-CN,JM-CN,LS-CN,OR-CN,JM-SG,EL-SG,JM-PH
1,RID5,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test444@test.com,test444@test.com,test444@test.com,test444@test.com,test444@test.com,test444@test.com,test444@test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,test55@55test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID6,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test555@test.com,test555@test.com,test555@test.com,test555@test.com,test555@test.com,test555@test.com,test555@test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,test66@66test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID7,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test666@test.com,test666@test.com,test666@test.com,test666@test.com,test666@test.com,test666@test.com,test666@test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,test77@77test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID8,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test777@test.com,test777@test.com,test777@test.com,test777@test.com,test777@test.com,test777@test.com,test777@test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,test88@88test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID9,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test999@test.com,test999@test.com,test999@test.com,test999@test.com,test999@test.com,test999@test.com,test999@test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,test99@99test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID10,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test1010@test.com,test1010@test.com,test1010@test.com,test1010@test.com,test1010@test.com,test1010@test.com,test1010@test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,test10@10test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID11,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test888@test.com,test11@11test.com,test11@11test.com,test888@test.com,test11@11test.com,test11@11test.com,test11@11test.com,test1111@test.com,test1111@test.com,test1111@test.com,test1111@test.com,test1111@test.com,test1111@test.com,test1111@test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,test11@11test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID12,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test888@test.com,test12@12test.com,test12@12test.com,test888@test.com,test12@12test.com,test12@12test.com,test12@12test.com,test1212@test.com,test1212@test.com,test1212@test.com,test1212@test.com,test1212@test.com,test1212@test.com,test1212@test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test12@12test.com,test44@44test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID13,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test888@test.com,test13@13test.com,test13@13test.com,test888@test.com,test13@13test.com,test13@13test.com,test13@13test.com,test1313@test.com,test1313@test.com,test1313@test.com,test1313@test.com,test1313@test.com,test1313@test.com,test1313@test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test13@13test.com,test55@55test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID14,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test888@test.com,test14@14test.com,test14@14test.com,test888@test.com,test14@14test.com,test14@14test.com,test14@14test.com,test1414@test.com,test1414@test.com,test1414@test.com,test1414@test.com,test1414@test.com,test1414@test.com,test1414@test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test14@14test.com,test66@66test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RID15,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test888@test.com,test15@15test.com,test15@15test.com,test888@test.com,test15@15test.com,test15@15test.com,test15@15test.com,test1515@test.com,test1515@test.com,test1515@test.com,test1515@test.com,test1515@test.com,test1515@test.com,test1515@test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test15@15test.com,test77@77test.com,cognizant.mac@gmail.com,ykji0406@naver.com,ykji0406@gmail.com,mzhang@cn.estee.com,mzhang@cn.estee.com,ykji0406@gmail.com,mzhang@cn.estee.com,lmprod_test01@yopmail.com,minjolee@kr.estee.com,15821697783,mcprod@mailinator.com,15821697783,cognizant.mac@gmail.com,15821697783,prodtestjm@test.com,cognizant.mac@gmail.com,cognizant.mac@gmail.com,,,
1,RPWD,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,123456,P0o9i8u7!,P0o9i8u7!,Welcome124@,Welcome124@,P0o9i8u7!,Welcome124@,Koreatest1!,Minjoo513!,Fortest123456,Welcome123,Test1234@,Test1234,Fortest123456,Welcome123,Test1234,Test1234,,,
1,NPWD,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123,Test@123
1,title,Mr,Mr.,Mr.,Mr.,Mr,Mr.,Mr.,Mr,Mr.,Mr.,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,Mr,先生,先生,先生,先生,Mr,Mr,นาง,นาง,นาง,นาง,Mr,Mr,นาย,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,paymentMethod,,,,,,,,,,,Credit / Debit Card,Credit / Debit Card,Credit / Debit Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信支付,微信支付,,微信支付,微信支付,,微信支付,,,
1,CCM,,,,,,,,,,,3,3,3,,,,,,,2,2,2,7,7,7,7,7,7,7,5,5,5,5,5,5,5,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,
1,CCY,,,,,,,,,,,10,10,10,,,,,,,9,9,9,10,10,10,10,10,10,10,5,5,5,5,5,5,5,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,
1,CCBANK,,,,,,,,,,,Affin Bank,Affin Bank,Affin Bank,,,,,,,,,,,,,,,,,AEON,AEON,AEON,AEON,AEON,AEON,AEON,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,securityAnswer,elc,elc,elc,elc,elc,elc,elc,elc,elc,elc,,,,,,,Tokyo,,Tokyo,Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,birthYear,1994,1994,1990,1994,1994,1990,1990,1994,1994,1990,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1991,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
1,birthMonth,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,birthDay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,signOutAssertTxt,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,You have been signed out.,ログアウトしました。,ログアウトしました。,ログアウトしました。,一定時間操作が行われなかったためログアウトしました。もう一度サインインしてください。,ログアウトしました。,ログアウトしました。,ログアウトしました。,ログアウトしました。,你已登出。,你已登出。,您已經登出，請您重新登入,您已經登出，請您重新登入,你已登出。,你已登出。,,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,คุณได้ออกจากระบบแล้ว,您已經登出，請您重新登入,您已經登出，請您重新登入,您已,您已經登出，請您重新登入,您已經登出，請您重新登入,您已經登出，請您重新登入,您已經登出，請您重新登入,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,로그아웃 되었습니다.,您已经退出系统。,您已经退出系统。,您已经退出系统。,您已经退出系统。,您已经退出系统。,您已经退出系统。,您已经退出系统。,您已经退出系统。,You have been signed out.,You have been signed out.,
1,orderMessage,Order Number,Order Number,Order Number,Order Number,ORDER CONFIRMATION,Order Number,Order Number,Order Number,Order Number,Order Number,,,,,お客さまの注文番号 ,お客さまの注文番号 ,お客様の注文番号,お客さまの注文番号 ,お客さまの注文番号 ,お客さまの注文番号 ,お客さまの注文番号 ,お客さまの注文番号 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Number,Order Number,
1,orderConfirmUrl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,,,,,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/checkout/confirm.tmpl,/checkout/confirm.tmpl,/checkout/confirm.tmpl
1,selectQty,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,qtyLimit,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,maxQty,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,accountUrl,,,,,/account/index.tmpl,/account/index.tmpl,/checkout/confirm.tmpl,/account/index.tmpl,/account/index.tmpl,/account/index.tmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,placeOrder,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,FIRSTNAME,DO NOT,DO NOT,,,DO NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LASTNAME,SHIP,SHIP,,,SHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ADDRESS1,Bradley Street,Bradley Street,,,Bradley Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ADDRESS2,1 BRADLEY ST,1 BRADLEY ST,,,1 BRADLEY ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ZIPCODE,2669,2669,,,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CITY,Girral,Girral,,,Girral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PHONE,400000000,400000000,,,400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CREDITCARDNUMBER,4111111111111111,4111111111111111,,,4111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CVV,737,737,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CARDHOLDERNAME,testing card,testing card,,,testing card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MONTHYEAR,0330,0330,,,0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CCMONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,toPlaceOrder,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CHECKOUTCONFIRMURL,/checkout/confirm.tmpl,/checkout/confirm.tmpl,,,/checkout/confirm.tmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
